id1,id2,id3
0,1,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
1,31,1
1,32,1
1,33,1
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,39,1
1,40,1
1,41,1
1,42,1
1,43,1
1,44,1
1,45,1
1,46,1
1,47,1
1,48,1
1,49,1
1,50,1
1,51,1
1,52,1
1,53,1
1,54,1
1,56,1
1,57,1
1,58,1
1,59,1
1,60,1
1,61,1
1,62,1
1,63,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,71,1
1,72,1
1,73,1
1,74,1
1,75,1
1,76,1
1,77,1
1,78,1
1,80,1
1,81,1
1,82,1
1,83,1
1,84,1
1,85,1
1,86,1
1,87,1
1,88,1
1,89,1
1,90,1
1,91,1
1,92,1
1,93,1
1,94,1
1,95,1
1,97,1
1,98,1
1,99,1
1,100,1
1,101,1
1,102,1
1,103,1
1,104,1
1,105,1
1,106,1
1,107,1
1,108,1
1,109,1
1,110,1
1,111,1
1,113,1
1,114,1
1,115,1
1,116,1
1,117,1
1,118,1
1,119,1
1,121,1
1,122,1
1,123,1
1,124,1
1,125,1
1,126,1
1,127,1
1,128,1
1,129,1
1,130,1
1,131,1
1,132,1
1,133,1
1,134,1
1,135,1
1,136,1
1,137,1
1,138,1
1,139,1
1,140,1
1,141,1
1,143,1
1,144,1
1,145,1
1,146,1
1,148,1
1,149,1
1,150,1
1,151,1
1,152,1
1,153,1
1,154,1
1,155,1
1,156,1
1,157,1
1,158,1
1,159,1
1,162,1
1,163,1
1,164,1
1,165,1
1,166,1
1,167,1
1,168,1
1,169,1
1,170,1
1,171,1
1,172,1
1,173,1
1,174,1
1,175,1
1,176,1
1,177,1
1,178,1
1,179,1
1,180,1
1,183,1
1,184,1
1,185,1
1,186,1
1,187,1
1,188,1
1,189,1
1,190,1
1,191,1
1,192,1
1,193,1
1,194,1
1,195,1
1,196,1
1,197,1
1,198,1
1,199,1
1,200,1
1,201,1
1,202,1
1,203,1
1,204,1
1,205,1
1,206,1
1,207,1
1,208,1
1,209,1
1,210,1
1,211,1
1,212,1
1,213,1
1,214,1
1,215,1
1,216,1
1,217,1
1,218,1
1,219,1
1,220,1
1,221,1
1,222,1
1,223,1
1,224,1
1,225,1
1,226,1
1,227,1
1,228,1
1,229,1
1,230,1
1,231,1
1,232,1
1,233,1
1,234,1
1,235,1
1,236,1
1,237,1
1,238,1
1,239,1
1,240,1
1,242,1
1,243,1
1,244,1
1,245,1
1,246,1
1,247,1
1,248,1
1,249,1
1,250,1
1,251,1
1,252,1
1,253,1
1,254,1
1,255,1
1,256,1
1,257,1
1,258,1
1,259,1
1,260,1
1,261,1
1,262,1
1,263,1
1,264,1
1,265,1
1,266,1
1,267,1
1,268,1
1,269,1
1,270,1
1,271,1
1,272,1
1,273,1
1,274,1
1,275,1
1,277,1
1,278,1
1,279,1
1,280,1
1,281,1
1,282,1
1,283,1
1,284,1
1,285,1
1,286,1
1,287,1
1,288,1
1,289,1
1,290,1
1,291,1
1,292,1
1,294,1
1,295,1
1,296,1
1,297,1
1,298,1
1,299,1
1,300,1
1,301,1
1,302,1
1,303,1
1,304,1
1,305,1
1,306,1
1,307,1
1,308,1
1,309,1
1,310,1
1,311,1
1,312,1
1,313,1
1,314,1
1,315,1
1,316,1
1,317,1
1,318,1
1,319,1
1,320,1
1,321,1
1,322,1
1,323,1
1,324,1
1,325,1
1,326,1
1,327,1
1,328,1
1,329,1
1,330,1
1,331,1
1,332,1
1,333,1
1,334,1
1,335,1
1,336,1
1,338,1
1,339,1
1,340,1
1,341,1
1,342,1
1,343,1
1,344,1
1,345,1
1,346,1
1,347,1
1,348,1
1,349,1
1,350,1
1,351,1
1,352,1
1,353,1
1,354,1
1,355,1
1,356,1
1,357,1
1,358,1
1,359,1
1,360,1
1,361,1
1,362,1
1,363,1
1,364,1
1,365,1
1,366,1
1,367,1
1,368,1
1,369,1
1,370,1
1,371,1
1,372,1
1,373,1
1,374,1
1,375,1
1,376,1
1,377,1
1,378,1
1,379,1
1,381,1
1,382,1
1,383,1
1,384,1
1,385,1
1,386,1
1,387,1
1,388,1
1,389,1
1,390,1
1,391,1
1,392,1
1,393,1
1,394,1
1,395,1
1,396,1
1,397,1
1,398,1
1,399,1
1,400,1
1,401,1
1,402,1
1,403,1
1,404,1
1,405,1
1,406,1
1,407,1
1,408,1
1,409,1
1,410,1
1,411,1
1,412,1
1,413,1
1,414,1
1,415,1
1,416,1
1,417,1
1,418,1
1,419,1
1,420,1
1,421,1
1,422,1
1,423,1
1,424,1
1,425,1
1,426,1
1,427,1
1,428,1
1,429,1
1,430,1
1,431,1
1,432,1
1,433,1
1,434,1
1,435,1
1,436,1
1,437,1
1,438,1
1,439,1
1,440,1
1,441,1
1,442,1
1,443,1
1,444,1
1,445,1
1,446,1
1,447,1
1,448,1
1,449,1
1,450,1
1,451,1
1,452,1
1,453,1
1,454,1
1,455,1
1,456,1
1,457,1
1,458,1
1,459,1
1,460,1
1,461,1
1,462,1
1,463,1
1,464,1
1,465,1
1,466,1
1,467,1
1,468,1
1,469,1
1,470,1
1,471,1
1,472,1
1,473,1
1,474,1
1,475,1
1,476,1
1,477,1
1,478,1
1,479,1
1,480,1
1,481,1
1,482,1
1,483,1
1,484,1
1,485,1
1,486,1
1,487,1
1,488,1
1,489,1
1,490,1
1,491,1
1,492,1
1,493,1
1,494,1
1,495,1
1,496,1
1,497,1
1,498,1
1,499,1
1,500,1
1,501,1
1,502,1
1,503,1
1,504,1
1,505,1
1,506,1
1,507,1
1,508,-1
1,509,-1
1,510,-1
1,511,-1
2,1,1
2,192,-1
2,215,1
2,682,-1
2,753,-1
2,757,1
2,1016,1
2,1143,1
2,3320,1
3,1,1
3,89,1
3,139,1
3,850,1
4,1,1
5,1,1
6,1,1
6,571,1
6,624,1
6,704,1
6,715,1
6,1222,1
6,2321,1
7,1,1
7,11,1
7,37,1
7,38,1
7,215,1
7,1630,1
7,1688,1
7,1907,1
7,1959,1
7,2922,1
8,1,1
8,3,-1
8,43,1
8,58,1
8,72,1
8,113,1
8,117,1
8,136,1
8,149,1
8,161,1
8,174,1
8,221,1
8,244,-1
8,254,1
8,262,1
8,269,1
8,284,1
8,349,1
8,451,1
8,514,1
8,515,1
8,529,1
8,535,1
8,540,-1
8,541,1
8,542,1
8,547,1
8,548,1
8,562,1
8,563,1
8,564,1
8,570,1
8,584,1
8,586,1
8,610,1
8,614,1
8,616,1
8,617,-1
8,624,1
8,636,-1
8,675,1
8,684,1
8,687,1
8,689,1
8,690,1
8,706,1
8,709,-1
8,711,1
8,715,1
8,718,1
8,731,1
8,732,1
8,735,1
8,743,-1
8,774,1
8,784,-1
8,799,1
8,800,1
8,810,1
8,831,-1
8,839,1
8,843,1
8,853,1
8,862,1
8,864,1
8,876,1
8,884,-1
8,953,1
8,987,1
8,1008,1
8,1023,1
8,1026,1
8,1043,1
8,1119,1
8,1131,1
8,1134,1
8,1162,1
8,1185,1
8,1190,1
8,1213,1
8,1214,1
8,1230,1
8,1239,-1
8,1247,1
8,1249,-1
8,1250,-1
8,1251,-1
8,1252,-1
8,1267,-1
8,1279,1
8,1398,1
8,1460,1
8,1471,1
8,1482,1
8,1525,1
8,1527,-1
8,1658,1
8,1659,-1
8,1700,1
8,1911,1
8,1919,1
8,1955,1
8,2000,1
8,2001,-1
8,2007,1
8,2118,-1
8,2238,-1
8,2298,1
8,2334,1
8,2597,1
8,2638,1
8,2639,1
8,2640,1
8,2641,1
8,2642,1
8,2643,1
8,2644,1
8,2645,1
8,2646,1
8,2647,-1
8,2648,-1
8,2649,-1
9,1,1
9,2589,1
9,2950,1
9,3279,1
10,1,1
10,79,1
10,173,1
10,2896,1
10,2898,1
11,1,1
11,7,1
11,21,1
11,33,1
11,49,1
11,53,1
11,104,1
11,137,1
11,174,1
11,231,1
11,244,1
11,284,1
11,342,1
11,373,1
11,383,1
11,451,1
11,571,1
11,620,1
11,887,1
11,905,1
11,1021,1
11,1099,1
11,1162,1
11,1206,1
11,1216,1
11,1422,1
11,1442,-1
11,1485,1
11,1688,1
11,1808,1
11,1848,1
11,1869,1
11,1903,1
11,1929,1
11,1939,1
11,2056,1
11,2098,1
11,2609,1
11,2611,1
11,2612,1
11,2613,1
11,2614,1
11,2615,1
11,2616,1
11,2618,1
11,2619,-1
12,1,1
13,1,1
13,49,1
13,53,1
13,94,1
13,129,1
13,282,1
13,283,1
13,302,1
13,308,1
13,465,1
13,541,1
13,564,1
13,589,-1
13,610,1
13,620,1
13,709,1
13,1003,1
13,1047,1
13,1162,1
13,1222,1
13,1237,1
13,1239,1
13,1321,1
13,1360,1
13,1475,1
13,1481,1
13,1534,1
13,1877,1
13,2107,1
13,2308,1
13,2438,1
13,2536,1
13,2850,1
13,2852,1
13,2923,1
13,2924,1
14,1,1
14,37,1
14,38,1
14,72,1
14,96,1
14,129,1
14,134,1
14,135,1
14,136,1
14,137,1
14,269,1
14,349,1
14,522,1
14,535,1
14,594,1
14,634,1
14,637,1
14,796,1
14,886,1
14,1368,1
14,1399,1
14,1406,1
14,1481,1
14,1562,-1
14,1997,1
14,2160,1
14,3129,1
14,3130,1
14,3131,1
14,3132,1
15,1,1
15,79,1
15,80,1
15,178,1
15,238,1
15,690,1
15,716,1
15,728,1
15,735,1
15,743,1
15,816,1
15,1026,1
15,1098,1
15,2387,1
15,2718,1
15,3246,1
16,1,1
17,1,1
18,1,1
18,39,1
18,117,1
18,169,1
18,171,1
18,716,1
18,735,1
18,784,1
18,805,1
18,816,1
18,876,1
18,1014,1
18,1046,1
19,1,1
20,1,1
20,22,1
20,46,1
20,49,1
20,55,1
20,80,1
20,94,1
20,123,1
20,174,1
20,184,1
20,185,1
20,231,1
20,261,-1
20,264,-1
20,269,1
20,349,1
20,541,1
20,563,1
20,564,1
20,571,1
20,574,-1
20,585,1
20,586,1
20,613,1
20,636,1
20,690,1
20,701,-1
20,770,1
20,798,1
20,831,1
20,850,1
20,876,1
20,928,1
20,1025,-1
20,1040,1
20,1048,1
20,1119,1
20,1133,-1
20,1296,1
20,1314,1
20,1321,1
20,1380,-1
20,1386,1
20,1512,1
20,1579,1
20,1699,1
20,1701,1
20,1705,1
20,1791,1
20,2119,1
20,2123,1
20,2221,1
20,2597,1
20,2598,1
20,2599,1
20,2600,1
20,2601,1
20,2602,1
20,2603,-1
21,1,1
21,11,1
21,27,1
21,30,1
21,46,1
21,49,1
21,50,1
21,53,1
21,67,1
21,135,1
21,136,1
21,149,1
21,329,1
21,518,1
21,520,1
21,521,1
21,524,1
21,529,1
21,530,1
21,531,1
21,534,1
21,535,1
21,538,1
21,541,1
21,551,1
21,581,1
21,591,1
21,622,1
21,624,1
21,637,1
21,659,1
21,677,1
21,681,1
21,688,1
21,701,1
21,886,1
21,968,1
21,1000,1
21,1106,1
21,1162,1
21,1442,-1
21,1939,1
21,2010,1
21,2148,1
21,2149,1
21,2150,1
21,2151,1
21,2152,1
21,2153,-1
21,2154,1
21,2155,1
21,2156,1
21,2157,1
21,2158,-1
22,1,1
22,20,1
22,25,1
22,40,1
22,43,1
22,60,1
22,84,1
22,101,1
22,169,1
22,182,1
22,349,1
22,422,1
22,612,1
22,690,1
22,706,1
22,784,1
22,798,1
22,1009,1
22,1012,1
22,1098,1
22,1521,1
22,3193,1
22,3194,1
23,1,1
23,706,1
23,1443,1
23,2395,1
24,1,1
24,68,1
25,1,1
25,22,1
25,79,1
25,178,1
25,519,1
25,564,1
25,1098,1
26,1,1
26,276,1
26,880,1
26,1071,1
27,1,1
27,21,1
27,37,1
27,175,1
27,2386,1
28,1,1
29,1,1
29,547,1
29,1278,1
30,1,1
30,21,1
30,43,1
30,44,1
30,46,1
30,48,1
30,49,1
30,70,1
30,72,1
30,135,1
30,139,1
30,140,1
30,261,1
30,373,1
30,381,1
30,519,1
30,520,1
30,521,1
30,522,1
30,533,1
30,540,-1
30,541,1
30,542,1
30,556,1
30,579,1
30,586,1
30,588,-1
30,590,1
30,606,1
30,617,1
30,623,1
30,625,1
30,637,1
30,675,1
30,681,1
30,711,1
30,715,1
30,888,1
30,943,1
30,954,1
30,1010,1
30,1021,1
30,1038,1
30,1162,1
30,1238,-1
30,1281,1
30,1387,1
30,1538,1
30,1545,1
30,1854,1
30,1895,1
30,1920,1
30,1921,1
30,1922,1
30,1923,-1
30,1924,1
